0 15.000000
100 15.000502
200 15.000842
300 15.000991
400 15.001054
500 15.001082
600 15.001095
700 15.001101
800 15.001104
900 15.001105
0 15.001106
100 14.902619
200 14.728828
300 14.529108
400 14.321296
500 14.106500
600 13.888308
700 13.668681
800 13.449086
900 13.231470
1000 13.011408
1100 12.790741
1200 12.569910
1300 12.351565
1400 12.132256
1500 11.911717
1600 11.690897
1700 11.470191
1800 11.252624
1900 11.032541
2000 10.811823
2100 10.590956
2200 10.372275
2300 10.153173
2400 9.932702
2500 9.711892
2600 9.491010
2700 9.273456
2800 9.053475
2900 8.832798
3000 8.611934
3100 8.392934
3200 8.174063
3300 7.953641
3400 7.732856
3500 7.511956
3600 7.294259
3700 7.074375
3800 6.853734
3900 6.632887
4000 6.413456
4100 6.194922
4200 5.974550
4300 5.753789
4400 5.532900
4500 5.314997
4600 5.095274
4700 4.874646
4800 4.653817
4900 4.433953
5000 4.215757
5100 3.995454
5200 3.774699
5300 3.553824
5400 3.335623
5500 3.116145
5600 2.895548
5700 2.674723
5800 2.454354
5900 2.236526
6000 2.016345
6100 1.795598
6200 1.574729
6300 1.356267
6400 1.136978
6500 0.916446
6600 0.695621
6700 30.474875
6800 30.257267
6900 30.037211
7000 29.816496
7100 29.595624
7200 29.376855
7300 29.157780
7400 28.937321
7500 28.716514
7600 28.495614
7700 28.278006
7800 28.058043
7900 27.837379
8000 27.616515
8100 27.397418
8200 27.178595
8300 26.958180
8400 26.737401
8500 26.516503
8600 26.298753
8700 26.078885
8800 25.858246
8900 25.637402
9000 25.417875
9100 25.199394
9200 24.979031
9300 24.758273
9400 24.537388
9500 24.319416
9600 24.099736
9700 23.879106
9800 23.658279
9900 23.438297
10000 23.220180
10100 22.999892
10200 22.779138
10300 22.558267
10400 22.339995
10500 22.120561
10600 21.899973
10700 21.679145
10800 21.458683
10900 21.240901
11000 21.020748
11100 20.800005
11200 20.579136
11300 20.360609
11400 20.141357
11500 19.920840
11600 19.700015
11700 19.479213
11800 19.261614
11900 19.041581
12000 18.820877
12100 18.600005
12200 18.381169
12300 18.162137
12400 17.941689
12500 17.720887
12600 17.499984
12700 17.282356
12800 17.062398
12900 16.841740
13000 16.620878
13100 16.401697
13200 16.182937
13300 15.962529
13400 15.741755
13500 15.520856
13600 15.303061
13700 15.083223
13800 14.862587
13900 14.641749
14000 14.422129
14100 14.203720
14200 13.983369
14300 13.762611
14400 13.541728
14500 13.323693
14600 13.104063
14700 12.883437
14800 12.662612
14900 12.442524
15000 12.224487
15100 12.004222
15200 11.783467
15300 11.562596
15400 11.344263
15500 11.124871
15600 10.904297
15700 10.683470
15800 10.462925
15900 10.245191
16000 10.025067
16100 9.804328
16200 9.583457
16300 9.364868
16400 9.145656
16500 8.925156
16600 8.704334
16700 8.483490
16800 8.265902
16900 8.045889
17000 7.825194
17100 7.604322
17200 7.385414
17300 7.166434
17400 6.945996
17500 6.725201
17600 6.504300
17700 6.286644
17800 6.066702
17900 5.846050
18000 5.625191
18100 5.405923
18200 5.187230
18300 4.966832
18400 4.746064
18500 4.525169
18600 4.307327
18700 4.087528
18800 3.866892
18900 3.646057
19000 3.426337
19100 3.208007
19200 2.987671
19300 2.766915
19400 2.546037
19500 2.327942
19600 2.108363
19700 1.887743
19800 1.666917
19900 1.446725
20000 1.228762
